"RELEVE_NR","Country","Altitude (m)","DEG_LON","DEG_LAT","GESELLSCH","dataset","Ecoreg","Dunes_Bohn","Coast_EEA"
233,"Germany",1,7.7,53.77,"Zosteretum noltii","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
234,"Germany",1,7.7,53.77,"Zosteretum noltii","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
235,"Germany",1,9.27,52.47,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
236,"Germany",1,9.32,52.44,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
237,"Germany",1,8.35,52.5,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
238,"Germany",1,8.36,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
239,"Germany",1,8.36,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
240,"Germany",1,8.38,52.51,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
241,"Germany",1,8.37,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
242,"Germany",1,8.35,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
243,"Germany",1,8.4,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
244,"Germany",1,8.38,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
245,"Germany",1,8.38,52.51,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
246,"Germany",1,8.38,52.51,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
247,"Germany",1,8.36,52.51,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
248,"Germany",1,8.37,52.32,"Potametum lucentis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
249,"Germany",1,8.31,52.49,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
250,"Germany",1,8.38,52.59,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
251,"Germany",1,8.4,52.57,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
252,"Germany",1,8.4,52.57,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
253,"Germany",1,8.36,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
254,"Germany",1,8.36,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
255,"Germany",1,8.36,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
256,"Germany",1,8.36,52.51,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
257,"Germany",1,9.36,52.5,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
258,"Germany",1,9.35,52.45,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
259,"Germany",1,9.36,52.5,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
260,"Germany",1,8.32,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
261,"Germany",1,9.38,52.47,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
262,"Germany",1,8.35,52.5,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
263,"Germany",1,8.32,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
264,"Germany",1,9.1,53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
265,"Germany",1,8.4,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
266,"Germany",1,8.38,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
267,"Germany",1,8.32,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
268,"Germany",1,10.59,52.28,"Potametum lucentis","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
269,"Germany",1,7.29,52.82,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
270,"Germany",1,7.24,52.73,"Potamogeton lucens-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
271,"Germany",1,7.24,52.73,"Potamogeton lucens-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
272,"Germany",1,8.02,53.19,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
273,"Germany",1,10.37,52.52,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
274,"Germany",1,7.5,52.66,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
275,"Germany",1,8.11,52.7,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
276,"Germany",1,8.36,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
277,"Germany",1,10.04,51.74,"Potametum lucentis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
278,"Germany",1,10.16,51.57,"Potametum lucentis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
279,"Germany",1,10.16,51.57,"Potametum lucentis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
280,"Germany",1,10.17,51.57,"Potametum lucentis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
281,"Germany",1,8.28,52.44,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
282,"Germany",1,9.35,52.47,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
283,"Germany",1,7.25,52.79,"Potamogetum lucentis-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
284,"Germany",1,7.25,52.79,"Potamogetum lucentis-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
285,"Germany",1,8.38,52.51,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
286,"Germany",1,8.6,52.59,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
287,"Germany",1,8.31,51.71,"Potamogeton lucens-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
288,"Germany",1,8.3,51.68,"Potamogeton lucens-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
289,"Germany",1,8.3,51.68,"Potamogeton lucens-Assoziation","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
290,"Germany",1,8.32,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
291,"Germany",1,8.3,52.38,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
292,"Germany",1,7.42,52.31,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
293,"Germany",1,7.4,51.66,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
294,"Germany",1,7.5,52.66,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
295,"Germany",1,8.89,53.14,"Parvopotameto-Zannichellietum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
296,"Germany",1,7.5,52.66,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
297,"Germany",1,7.5,52.66,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
298,"Germany",1,7.5,52.66,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
299,"Germany",1,9.36,52.5,"Potametum praelongi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
300,"Germany",1,8.36,52.53,"Potametum praelongi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
301,"Germany",1,8.37,52.57,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
302,"Germany",1,8.36,52.55,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
303,"Germany",1,8.36,52.56,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
304,"Germany",1,8.36,52.55,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
305,"Germany",1,8.61,52.59,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
306,"Germany",1,8.37,52.6,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
307,"Germany",1,8.61,52.59,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
308,"Germany",1,8.59,52.57,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
309,"Germany",1,8.35,52.48,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
310,"Germany",1,8.35,52.54,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
311,"Germany",1,8.4,52.53,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
312,"Germany",1,8.37,52.51,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
313,"Germany",1,10.36,52.52,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
314,"Germany",1,10.53,52.25,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
315,"Germany",1,10.53,52.25,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
316,"Germany",1,9.79,52.31,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
317,"Germany",1,9.79,52.31,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
318,"Germany",1,7.5,52.66,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
319,"Germany",1,7.5,52.65,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
320,"Germany",1,8.57,52.65,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
321,"Germany",1,8.34,52.54,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
322,"Germany",1,8.34,52.54,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
323,"Germany",1,10.52,52.25,"Potameto-Ranunculetum divaricati","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
324,"Germany",1,11.24,53.14,"Zannichellietum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
325,"Germany",1,7.43,52.7,"Potametum trichoides","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
326,"Germany",1,7.43,52.7,"Potametum trichoides","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
327,"Germany",1,8.3,52.5,"Potametum trichoides","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
328,"Germany",1,8,52.42,"Potametum pusillo-graminei","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
329,"Germany",1,8.27,52.51,"Potametum pusillo-graminei","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
330,"Germany",1,8.28,52.4,"Potametum pusillo-graminei","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
331,"Germany",1,8.28,52.4,"Potametum pusillo-graminei","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
332,"Germany",1,8.28,52.4,"Potametum pusillo-graminei","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
333,"Germany",1,8.28,52.4,"Potametum pusillo-graminei","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
334,"Germany",1,7.24,53.72,"Ranunculus flaccidus-Gesellschaft","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
335,"Germany",1,7.42,52.7,"Potametum trichoides","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
336,"Germany",1,7.42,52.7,"Potametum trichoides","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
338,"Germany",1,9.08,52.51,"Potamogeton pectinatus-Gesellschaft der Weser","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
339,"Germany",1,8.97,52.38,"Potamogeton pectinatus-Gesellschaft der Weser","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
340,"Germany",1,9.43,51.84,"Potamogeton pectinatus-Gesellschaft der Weser","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
341,"Germany",1,9.45,51.64,"Potamogeton pectinatus-Gesellschaft der Weser","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
342,"Germany",1,9.08,52.51,"Potamogeton pectinatus-Gesellschaft der Weser","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
343,"Germany",1,7.92,53.79,"Ranunculus flaccidus-Gesellschaft","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
344,"Germany",1,7.89,53.79,"Potamogetonion","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
345,"Germany",1,7.86,53.79,"Potamogetonion","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
346,"Germany",1,7.89,53.79,"Potamogetonion","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
347,"Germany",1,7.89,53.79,NA,"Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
348,"Germany",1,7.89,53.79,NA,"Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
349,"Germany",1,7.49,53.73,"Potamogetonion","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
350,"Germany",1,7.5,53.75,"Potamogetonion","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
351,"Germany",1,9.11,52.19,"Potamogeton pectinatus-Gesellschaft der Weser","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
352,"Germany",1,9.11,52.19,"Potamogeton pectinatus-Gesellschaft der Weser","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
353,"Germany",1,10.76,52.04,"Potamion eurosibiricum","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
354,"Germany",1,10.57,52.06,"Potamion eurosibiricum","Germany Vegetweb 2",654,"N_Dunes","N_COAST"
355,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
356,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
357,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
358,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
359,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
360,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
361,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
362,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
363,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
364,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
365,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
366,"Germany",1,10.59,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
367,"Germany",1,10.59,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
368,"Germany",1,10.6,51.59,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
369,"Germany",1,9.92,51.52,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
370,"Germany",1,9.92,51.52,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
371,"Germany",1,9.92,51.52,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
372,"Germany",1,8.31,52.49,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
373,"Germany",1,8.07,52.42,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
374,"Germany",1,8.05,52.38,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
375,"Germany",1,9.88,51.53,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
376,"Germany",1,9.88,51.5,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
377,"Germany",1,9.53,51.68,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
378,"Germany",1,10.65,52.46,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
379,"Germany",1,8.58,52.56,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
380,"Germany",1,8.38,52.59,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
381,"Germany",1,8.37,52.58,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
382,"Germany",1,8.38,52.64,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
383,"Germany",1,8.4,52.53,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
384,"Germany",1,10.55,52.81,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
385,"Germany",1,8.38,52.59,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
386,"Germany",1,8.38,52.59,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
387,"Germany",1,10.44,52.71,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
388,"Germany",1,10.44,52.71,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
389,"Germany",1,8.31,52.41,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
390,"Germany",1,10.74,52.83,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
391,"Germany",1,10.97,52.89,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
392,"Germany",1,9.29,52.44,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
393,"Germany",1,9.38,52.47,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
394,"Germany",1,9.38,52.47,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
395,"Germany",1,9.38,52.47,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
396,"Germany",1,9.38,52.47,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
397,"Germany",1,9.34,52.5,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
398,"Germany",1,9.29,52.45,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
399,"Germany",1,9.29,52.45,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
400,"Germany",1,8.38,52.59,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
401,"Germany",1,8.43,52.67,"Hottonietum utricular.","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
402,"Germany",1,8.43,52.67,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
403,"Germany",1,8.35,52.4,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
404,"Germany",1,8.3,52.51,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
405,"Germany",1,10.7,52.68,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
406,"Germany",1,10.72,52.42,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
407,"Germany",1,8.56,52.58,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
408,"Germany",1,8.48,52.58,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
409,"Germany",1,8.32,52.41,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
410,"Germany",1,8.32,52.4,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
411,"Germany",1,8.32,52.4,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
412,"Germany",1,8.3,52.4,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
413,"Germany",1,8.22,52.5,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
414,"Germany",1,8.29,52.38,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
415,"Germany",1,9.79,52.31,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
416,"Germany",1,9.79,52.31,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
417,"Germany",1,10.66,52.71,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
418,"Germany",1,10.28,52.58,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
419,"Germany",1,10.09,52.61,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
420,"Germany",1,8.4,52.57,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
421,"Germany",1,9.88,51.53,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
422,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
423,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
424,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
425,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
426,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
427,"Germany",1,9.57,52.13,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
428,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
429,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
430,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
431,"Germany",1,9.03,52.58,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
432,"Germany",1,9.04,52.58,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
433,"Germany",1,8.47,52.75,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
434,"Germany",1,8.36,52.52,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
435,"Germany",1,8.23,52.48,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
436,"Germany",1,8.23,52.48,NA,"Germany Vegetweb 2",664,"N_Dunes","N_COAST"
437,"Germany",1,8.27,52.51,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
438,"Germany",1,8.27,52.51,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
439,"Germany",1,8.3,52.5,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
440,"Germany",1,10.27,53.37,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
441,"Germany",1,10.27,52.57,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
442,"Germany",1,8.49,52.72,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
443,"Germany",1,9.93,51.76,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
444,"Germany",1,9.93,51.76,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
445,"Germany",1,10.52,52.81,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
446,"Germany",1,10.18,52.7,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
447,"Germany",1,8.32,52.53,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
448,"Germany",1,8.61,52.62,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
449,"Germany",1,8.61,52.62,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
450,"Germany",1,8.61,52.62,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
451,"Germany",1,8.61,52.62,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
452,"Germany",1,9.37,52.47,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
453,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
454,"Germany",1,8.25,52.37,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
455,"Germany",1,8.25,52.37,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
456,"Germany",1,8.25,52.37,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
457,"Germany",1,8.27,52.4,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
458,"Germany",1,8.31,52.5,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
459,"Germany",1,8.25,52.38,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
460,"Germany",1,8.61,52.59,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
461,"Germany",1,9.45,51.65,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
462,"Germany",1,9.46,51.64,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
463,"Germany",1,9.91,51.51,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
464,"Germany",1,9.17,51.88,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
465,"Germany",1,9.17,51.88,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
466,"Germany",1,9.46,51.64,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
467,"Germany",1,10.36,52.53,"Potametum lucentis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
468,"Germany",1,8.29,52.38,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
469,"Germany",1,8.33,52.49,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
470,"Germany",1,8.29,52.38,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
471,"Germany",1,8.25,52.35,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
472,"Germany",1,10.7,52.38,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
473,"Germany",1,8.4,52.53,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
474,"Germany",1,0,0,"Potamion, Lemnetum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
475,"Germany",1,8.54,52.53,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
476,"Germany",1,9.88,51.47,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
477,"Germany",1,8.28,52.49,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
478,"Germany",1,0,0,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
479,"Germany",1,9.53,51.68,"Potamion","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
480,"Germany",1,8.37,52.63,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
481,"Germany",1,8.48,52.68,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
482,"Germany",1,8.47,52.68,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
483,"Germany",1,8.44,52.69,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
484,"Germany",1,8.35,52.69,"Potamion","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
